건물명(상호명),건물위치,주택유형구분,세대수(객실수),건축연도
,전라북도 전주시 완산구 서신동 818-4,"근린생활시설, 단독주택",3,19961106
,전라북도 전주시 완산구 서신동 818-6,"제1종근린생활시설, 다가구주택",3,19961223
,전라북도 전주시 완산구 서신동 819-6,"근린생활시설, 단독주택",6,20031007
,전라북도 전주시 완산구 서신동 819-9,단독주택,3,20060111
,전라북도 전주시 완산구 서신동 821-1,다가구주택,12,20020107
,전라북도 전주시 완산구 서신동 821-12,단독주택,4,19960810
,전라북도 전주시 완산구 서신동 821-17,"근린생활시설, 주택",3,19980126
,전라북도 전주시 완산구 서신동 821-3,단독주택,9,20090414
,전라북도 전주시 완산구 서신동 821-7,단독주택,9,20091112
,전라북도 전주시 완산구 서신동 822,단독주택,11,20070807
,전라북도 전주시 완산구 서신동 822-1,다가구주택,9,20061101
,전라북도 전주시 완산구 서신동 822-4,"근린생활시설, 주택",4,19960426
,전라북도 전주시 완산구 서신동 822-6,단독주택,3,19951121
,전라북도 전주시 완산구 서신동 822-9,단독주택,3,19960705
,전라북도 전주시 완산구 서신동 823,단독주택,3,19951114
,전라북도 전주시 완산구 서신동 823-1,"근린생활시설, 단독다가구주택",4,19970213
,전라북도 전주시 완산구 서신동 823-10,다가구주택,7,20180620
행복빌라,전라북도 전주시 완산구 서신동 823-13,"근린생활시설, 단독주택",4,19970805
,전라북도 전주시 완산구 서신동 823-2,"근린생활시설, 단독다가구주택",3,19961207
,전라북도 전주시 완산구 서신동 823-4,"근린생활시설, 단독다가구주택",0,19970801
,전라북도 전주시 완산구 서신동 823-5,"근린생활시설, 단독주택",5,19970818
,전라북도 전주시 완산구 서신동 823-6,"근린생활시설, 단독다가구주택",5,19970904
,전라북도 전주시 완산구 서신동 823-8,"근린생활시설, 주택",3,19950913
,전라북도 전주시 완산구 서신동 824-13,단독주택,18,20100525
,전라북도 전주시 완산구 서신동 824-15,주택,3,19950214
,전라북도 전주시 완산구 서신동 824-3,단독주택,9,20050513
,전라북도 전주시 완산구 서신동 825-1,주택,3,19970716
,전라북도 전주시 완산구 서신동 825-10,다가구주택,10,20080109
,전라북도 전주시 완산구 서신동 825-12,단독주택,3,19970220
,전라북도 전주시 완산구 서신동 825-13,단독주택,3,19971230
,전라북도 전주시 완산구 서신동 825-16,주택,3,19950901
,전라북도 전주시 완산구 서신동 825-18,단독주택,15,20040512
,전라북도 전주시 완산구 서신동 825-3,단독주택,3,19960427
,전라북도 전주시 완산구 서신동 825-4,단독주택(다가구),3,19960828
,전라북도 전주시 완산구 서신동 825-5,단독(다가구)주택,0,19971206
,전라북도 전주시 완산구 서신동 825-7,단독주택,3,19950731
,전라북도 전주시 완산구 서신동 825-9,단독주택,3,19960713
,전라북도 전주시 완산구 서신동 826,단독주택 및 2종 근린생활시설,3,19961221
,전라북도 전주시 완산구 서신동 826-12,"단독주택,제2종근린생활시설",8,20120424
,전라북도 전주시 완산구 서신동 826-13,"단독주택, 근린생활시설",12,20020228
,전라북도 전주시 완산구 서신동 826-14,단독주택(다가구:11가구),11,19980617
,전라북도 전주시 완산구 서신동 826-15,단독주택(다가구:11가구),11,19980225
,전라북도 전주시 완산구 서신동 826-16,다가구주택,11,19980121
,전라북도 전주시 완산구 서신동 826-17,단독주택,13,19971030
,전라북도 전주시 완산구 서신동 826-2,"다가구주택, 근린생활시설",3,19960724
,전라북도 전주시 완산구 서신동 826-6,"단독주택, 제2종근린생활시설",12,20020228
,전라북도 전주시 완산구 서신동 826-7,"근린생활시설, 단독주택(8가구)",8,19971007
,전라북도 전주시 완산구 서신동 826-9,"근린시설, 주택",5,19960429
,전라북도 전주시 완산구 서신동 827,"근린생활시설, 주택",4,19961120
,전라북도 전주시 완산구 서신동 827-10,"근린생활시설, 주택",3,19970623
,전라북도 전주시 완산구 서신동 827-11,"근린생활시설, 주택(4가구)",4,19951019
,전라북도 전주시 완산구 서신동 827-12,"제1종근린생활시설, 다가구주택",3,19971008
,전라북도 전주시 완산구 서신동 827-13,"근린생활시설, 주택(3가구)",3,19970818
,전라북도 전주시 완산구 서신동 827-16,"단독주택, 근린생활시설",4,19980126
,전라북도 전주시 완산구 서신동 827-17,"근생, 주택(3가구)",3,19970404
서신동 827-2 단독주택 (전선희),전라북도 전주시 완산구 서신동 827-2,제2종근린생활시설,9,20101027
,전라북도 전주시 완산구 서신동 827-3,주택,5,19971212
,전라북도 전주시 완산구 서신동 827-6,"단독주택(9가구), 2종근린생활시설",9,19980325
,전라북도 전주시 완산구 서신동 827-7,주택,5,19980715
,전라북도 전주시 완산구 서신동 827-8,주택,0,19980513
,전라북도 전주시 완산구 서신동 828,"근린생활시설, 주택(5)",5,19960506
,전라북도 전주시 완산구 서신동 828-10,단독주택,10,20080718
,전라북도 전주시 완산구 서신동 828-11,단독주택(5가구),5,19981230
,전라북도 전주시 완산구 서신동 828-12,단독주택(5가구),5,19990107
,전라북도 전주시 완산구 서신동 828-13,단독주택(다가구),5,19980903
,전라북도 전주시 완산구 서신동 828-15,단독주택(9),9,19981209
,전라북도 전주시 완산구 서신동 828-16,단독주택,9,20081111
,전라북도 전주시 완산구 서신동 828-17,단독주택,12,20011129
,전라북도 전주시 완산구 서신동 828-2,"근린생활시설, 주택(4가구)",4,19960725
,전라북도 전주시 완산구 서신동 828-3,주택(3가구),3,19951009
,전라북도 전주시 완산구 서신동 828-4,단독주택(5가구),5,19981223
,전라북도 전주시 완산구 서신동 828-5,주택,8,19980615
,전라북도 전주시 완산구 서신동 828-6,단독주택,9,20060801
,전라북도 전주시 완산구 서신동 828-7,단독주택(다가구),12,20021108
,전라북도 전주시 완산구 서신동 828-8,단독주택,9,20090624
,전라북도 전주시 완산구 서신동 828-9,"근린생활시설, 주택",3,19971027
,전라북도 전주시 완산구 서신동 829,단독주택(다가구),15,20020802
,전라북도 전주시 완산구 서신동 829-1,"근린생활시설, 단독주택(3가구)",3,19960601
,전라북도 전주시 완산구 서신동 829-10,"단독주택(다가구), 근린생활시설",5,19971020
,전라북도 전주시 완산구 서신동 829-11,단독주택,9,20090618
,전라북도 전주시 완산구 서신동 829-12,단독주택(10가구),10,19980402
,전라북도 전주시 완산구 서신동 829-13,단독주택(4가구),4,19971013
,전라북도 전주시 완산구 서신동 829-14,단독주택(다가구),3,19980504
,전라북도 전주시 완산구 서신동 829-15,단독주택,10,20060425
,전라북도 전주시 완산구 서신동 829-17,단독주택(10가구),10,19980713
,전라북도 전주시 완산구 서신동 829-7,단독주택,3,19970616
,전라북도 전주시 완산구 서신동 829-8,"근린생활시설, 단독주택(3가구)",3,19960430
,전라북도 전주시 완산구 서신동 829-9,"근린생활시설, 주택",3,19970630
,전라북도 전주시 완산구 서신동 830,"근린생활시설, 다가구주택",3,19970404
,전라북도 전주시 완산구 서신동 830-1,"근린생활시설, 단독다가구주택)",0,19961217
,전라북도 전주시 완산구 서신동 830-11,"근린생활시설, 주택",3,19970731
,전라북도 전주시 완산구 서신동 830-13,"소매점, 단독다가구주택",3,19961228
,전라북도 전주시 완산구 서신동 830-15,"근린생활시설, 주택(4가구)",4,19951016
,전라북도 전주시 완산구 서신동 830-2,단독주택,7,20100621
,전라북도 전주시 완산구 서신동 830-4,"근린생활시설, 단독주택",4,19980522
,전라북도 전주시 완산구 서신동 830-5,단독(12다가구)주택,12,19961126
,전라북도 전주시 완산구 서신동 830-6,"근린생활시설, 단독주택(5)",5,19971230
,전라북도 전주시 완산구 서신동 830-7,"근린생활시설, 단독다가구주택",3,19970411
,전라북도 전주시 완산구 서신동 830-8,"근린생활시설, 주택",3,19970731
,전라북도 전주시 완산구 서신동 835,"근생, 단독주택",3,19970708
,전라북도 전주시 완산구 서신동 835-5,다가구주택,15,20180724
,전라북도 전주시 완산구 서신동 835-9,"근린생활시설, 주택",3,19970402
,전라북도 전주시 완산구 서신동 840-1,근린생활시설 및 단독주택(3가구),3,19960904
,전라북도 전주시 완산구 서신동 840-10,근린생활시설 및 주택,3,19970522
,전라북도 전주시 완산구 서신동 840-11,단독주택(5가구),5,확인불가
,전라북도 전주시 완산구 서신동 840-12,단독주택(5가구),5,19980123
,전라북도 전주시 완산구 서신동 840-13,근린생활시설 및 다가구주택,0,19970728
,전라북도 전주시 완산구 서신동 840-14,"근린생활시설, 단독주택",3,19971021
,전라북도 전주시 완산구 서신동 840-2,근린생활시설 및 단독주택(4가구),4,19970320
,전라북도 전주시 완산구 서신동 840-5,단독주택,7,20120828
,전라북도 전주시 완산구 서신동 840-7,근린생활시설 및 다가구주택,3,19970627
,전라북도 전주시 완산구 서신동 840-9,근린생활시설 및 주택,3,19960624
,전라북도 전주시 완산구 서신동 841-1,근린생활시설 및 주택(다가구3),3,19961009
,전라북도 전주시 완산구 서신동 841-10,근린생활시설 및 단독주택,0,19990127
,전라북도 전주시 완산구 서신동 841-14,근린생활시설 및 단독주택(5),5,19980319
,전라북도 전주시 완산구 서신동 841-2,근린생활시설 및 주택,3,19981114
,전라북도 전주시 완산구 서신동 841-4,근린생활시설 및 주택(4가구),4,19960615
,전라북도 전주시 완산구 서신동 841-9,근린생활시설 및 단독주택(5),5,19980207
,전라북도 전주시 완산구 서신동 842-10,단독주택 및 근린생활시설,3,19980122
,전라북도 전주시 완산구 서신동 842-11,"단독주택(3가구), 근린생활시설",3,20000617
,전라북도 전주시 완산구 서신동 842-12,다가구주택,10,20080122
,전라북도 전주시 완산구 서신동 842-13,주택,5,19971024
,전라북도 전주시 완산구 서신동 842-15,다가구주택,0,20091130
,전라북도 전주시 완산구 서신동 842-16,"단독주택,2종근린생활시설",2,20060824
,전라북도 전주시 완산구 서신동 842-2,근린생활시설 및 단독주택(5가구),5,19960906
,전라북도 전주시 완산구 서신동 842-3,근린생활시설 및 단독주택,3,19961116
,전라북도 전주시 완산구 서신동 842-6,단독주택(2가구),2,19960705
,전라북도 전주시 완산구 서신동 842-9,근린생활시설 및 주택,4,19961000
,전라북도 전주시 완산구 서신동 843-11,근린생활시설 및 주택(3가구),3,19950906
,전라북도 전주시 완산구 서신동 843-15,1종 근린생활시설 및 주택(5가구),5,19961129
,전라북도 전주시 완산구 서신동 843-16,단독주택,3,20040817
,전라북도 전주시 완산구 서신동 843-20,단독주택,4,20150303
,전라북도 전주시 완산구 서신동 843-5,근린생활시설 및 단독주택(3가구),3,19961107
,전라북도 전주시 완산구 서신동 843-6,단독주택,10,20130408
,전라북도 전주시 완산구 서신동 845-1,단독주택,8,20101213
,전라북도 전주시 완산구 서신동 845-2,근린생활시설 및 주택,2,19961214
,전라북도 전주시 완산구 서신동 845-3,근린생활시설 및 단독주택(5가구),5,19961216
,전라북도 전주시 완산구 서신동 845-4,"주택, 근린생활시설",0,19961209
,전라북도 전주시 완산구 서신동 845-5,근린생활시설및 주택,4,19960730
,전라북도 전주시 완산구 서신동 845-7,단독주택(다가구주택),3,20110819
,전라북도 전주시 완산구 서신동 846,근린생활시설 및 단독주택(4가구),4,19960724
,전라북도 전주시 완산구 서신동 846-11,단독주택 및 제1종 근린생할시설,3,19971117
,전라북도 전주시 완산구 서신동 846-13,단독주택(다가구주택),10,20060922
,전라북도 전주시 완산구 서신동 846-14,주택,5,19980407
,전라북도 전주시 완산구 서신동 846-15,주택,5,19971216
,전라북도 전주시 완산구 서신동 846-16,단독주택(5가구),5,19970924
,전라북도 전주시 완산구 서신동 846-17,단독주택(3가구),3,19990820
,전라북도 전주시 완산구 서신동 846-19,단독주택(5가구),5,19970807
,전라북도 전주시 완산구 서신동 846-21,단독주택(6가구),6,19970515
,전라북도 전주시 완산구 서신동 846-7,단독주택(3가구) 및 근린생활시설(점포),3,19960830
,전라북도 전주시 완산구 서신동 846-8,근린생활시설 및 주택,3,19960829
