건물명(상호명),건물위치,주택유형구분,세대수(객실수),건축연도
,전라북도 전주시 완산구 효자동3가 1620-2,"단독주택,제1종근린생활시설",6,20160204
,전라북도 전주시 완산구 효자동3가 1620-3,단독주택,5,20160203
,전라북도 전주시 완산구 효자동3가 1620-4,단독주택,8,20110503
,전라북도 전주시 완산구 효자동3가 1620-5,단독주택,8,20110525
,전라북도 전주시 완산구 효자동3가 1620-8,다가구주택,9,20110818
,전라북도 전주시 완산구 효자동3가 1621-1,단독주택,10,20100818
,전라북도 전주시 완산구 효자동3가 1621-10,다가구주택,5,20100330
,전라북도 전주시 완산구 효자동3가 1621-11,단독주택,5,20101004
,전라북도 전주시 완산구 효자동3가 1621-12,다가구주택 및 근린생활시설,5,20120710
,전라북도 전주시 완산구 효자동3가 1621-13,단독주택 및 제1종근린생활시설,10,20101119
,전라북도 전주시 완산구 효자동3가 1621-15,단독주택,4,20100720
,전라북도 전주시 완산구 효자동3가 1621-16,단독주택,3,20080926
,전라북도 전주시 완산구 효자동3가 1621-17,"다가구주택, 제1종근린생활시설",6,20111125
,전라북도 전주시 완산구 효자동3가 1621-18,단독주택,3,20100730
,전라북도 전주시 완산구 효자동3가 1621-2,다가구,5,20110705
,전라북도 전주시 완산구 효자동3가 1621-20,"단독주택,제1종근린생활시설",5,20120614
,전라북도 전주시 완산구 효자동3가 1621-21,단독주택,8,20110714
,전라북도 전주시 완산구 효자동3가 1621-22,단독주택,8,20110426
,전라북도 전주시 완산구 효자동3가 1621-23,단독주택,9,20110427
,전라북도 전주시 완산구 효자동3가 1621-24,단독주택,10,20091216
,전라북도 전주시 완산구 효자동3가 1621-25,단독주택,10,20090309
,전라북도 전주시 완산구 효자동3가 1621-27,단독주택,10,20091208
,전라북도 전주시 완산구 효자동3가 1621-3,단독주택,8,20120731
,전라북도 전주시 완산구 효자동3가 1621-4,단독주택,10,20091228
,전라북도 전주시 완산구 효자동3가 1621-5,단독주택,9,20110526
,전라북도 전주시 완산구 효자동3가 1621-6,단독주택,10,20091119
,전라북도 전주시 완산구 효자동3가 1621-7,단독주택,10,20091209
,전라북도 전주시 완산구 효자동3가 1621-8,"단독주택,제1종근린생활시설",8,20120120
,전라북도 전주시 완산구 효자동3가 1621-9,단독주택,10,20090818
,전라북도 전주시 완산구 효자동3가 1622-1,단독주택,10,20101019
,전라북도 전주시 완산구 효자동3가 1622-10,단독주택,11,20090525
,전라북도 전주시 완산구 효자동3가 1622-12,단독주택,10,20100511
,전라북도 전주시 완산구 효자동3가 1622-13,단독주택,10,20100511
,전라북도 전주시 완산구 효자동3가 1622-14,단독주택,6,20151103
,전라북도 전주시 완산구 효자동3가 1622-15,단독주택,6,20151104
,전라북도 전주시 완산구 효자동3가 1622-16,단독주택,10,20101015
,전라북도 전주시 완산구 효자동3가 1622-2,"단독주택, 제1종근린생활시설",8,20111213
,전라북도 전주시 완산구 효자동3가 1622-3,단독주택,10,20100914
,전라북도 전주시 완산구 효자동3가 1622-4,단독주택,10,20100212
,전라북도 전주시 완산구 효자동3가 1622-5,다가구주택,7,20111228
,전라북도 전주시 완산구 효자동3가 1622-6,"단독주택,제1종근린생활시설(미용원)",10,20160527
,전라북도 전주시 완산구 효자동3가 1622-7,단독주택,10,20110330
,전라북도 전주시 완산구 효자동3가 1622-8,단독주택,11,20090602
,전라북도 전주시 완산구 효자동3가 1622-9,단독주택,10,20090515
,전라북도 전주시 완산구 효자동3가 1623-1,단독주택,10,20100618
,전라북도 전주시 완산구 효자동3가 1623-10,단독주택,11,20100730
,전라북도 전주시 완산구 효자동3가 1623-11,"단독주택,제1종근린생활시설",10,20130215
,전라북도 전주시 완산구 효자동3가 1623-12,단독주택,8,20100510
,전라북도 전주시 완산구 효자동3가 1623-14,단독주택,2,20100730
,전라북도 전주시 완산구 효자동3가 1623-15,단독주택,10,20140122
,전라북도 전주시 완산구 효자동3가 1623-2,"단독주택,제1종근린생활시설",10,20110110
,전라북도 전주시 완산구 효자동3가 1623-3,단독주택,11,20100126
,전라북도 전주시 완산구 효자동3가 1623-4,단독주택,11,20100408
,전라북도 전주시 완산구 효자동3가 1623-5,단독주택,10,20090219
,전라북도 전주시 완산구 효자동3가 1623-6,다가구주택,7,20111102
,전라북도 전주시 완산구 효자동3가 1623-7,"단독주택,제1종근린생활시설",8,20130626
,전라북도 전주시 완산구 효자동3가 1623-8,단독주택,10,20100112
,전라북도 전주시 완산구 효자동3가 1623-9,단독주택,11,20090821
,전라북도 전주시 완산구 효자동3가 1624-1,단독주택,5,20090908
,전라북도 전주시 완산구 효자동3가 1624-4,단독주택,10,20100104
,전라북도 전주시 완산구 효자동3가 1624-5,단독주택,10,20101231
,전라북도 전주시 완산구 효자동3가 1624-6,단독주택,9,20100831
,전라북도 전주시 완산구 효자동3가 1624-7,단독주택,8,20100914
,전라북도 전주시 완산구 효자동3가 1625-1,단독주택,3,20111206
,전라북도 전주시 완산구 효자동3가 1625-10,"단독주택,제1종근린생활시설",8,20120605
,전라북도 전주시 완산구 효자동3가 1625-11,"단독주택,제1종근린생활시설",8,20120724
,전라북도 전주시 완산구 효자동3가 1625-12,"단독주택, 제1종근린생활시설",8,20120326
,전라북도 전주시 완산구 효자동3가 1625-13,"단독주택,제1종근린생활시설",8,20120813
,전라북도 전주시 완산구 효자동3가 1625-14,"단독주택,제1종근린생활시설",8,20120801
,전라북도 전주시 완산구 효자동3가 1625-15,"단독주택, 근린생활시설",9,20111014
,전라북도 전주시 완산구 효자동3가 1625-16,"단독주택,제1종근린생활시설",8,20140520
,전라북도 전주시 완산구 효자동3가 1625-17,"다가구주택, 제1종근린생활시설",8,20180420
,전라북도 전주시 완산구 효자동3가 1625-18,"단독주택,근린생활시설",8,20111118
,전라북도 전주시 완산구 효자동3가 1625-19,"단독주택,제1종근린생활시설",8,20120706
,전라북도 전주시 완산구 효자동3가 1625-2,"단독주택,제1종근린생활시설",10,20140723
,전라북도 전주시 완산구 효자동3가 1625-22,"단독주택,제1종근린생활시설",8,20120622
,전라북도 전주시 완산구 효자동3가 1625-23,"단독주택,제1종근린생활시설",8,20120824
,전라북도 전주시 완산구 효자동3가 1625-24,"단독주택,제1종근린생활시설",11,20150407
,전라북도 전주시 완산구 효자동3가 1625-3,"단독주택,제1종근린생활시설",9,20130122
,전라북도 전주시 완산구 효자동3가 1625-4,"단독주택, 제1종근린생활시설",9,20160905
,전라북도 전주시 완산구 효자동3가 1625-5,제1종근린생활시설,10,20111019
,전라북도 전주시 완산구 효자동3가 1625-6,단독주택,2,20110526
,전라북도 전주시 완산구 효자동3가 1625-7,"단독주택,제1종근린생활시설",8,20120822
,전라북도 전주시 완산구 효자동3가 1625-8,"단독주택,제1종근린생활시설",8,20120726
,전라북도 전주시 완산구 효자동3가 1625-9,"단독주택,제1종근린생활시설",8,20120605
,전라북도 전주시 완산구 효자동3가 1626-1,"다가구주택,제1종근린생활시설",5,20120816
,전라북도 전주시 완산구 효자동3가 1626-2,"단독주택,제1종근린생활시설",10,20120822
,전라북도 전주시 완산구 효자동3가 1626-3,"단독주택,제1종근린생활시설",11,20141106
,전라북도 전주시 완산구 효자동3가 1626-4,"단독주택,제1종근린생활시설",10,20131104
,전라북도 전주시 완산구 효자동3가 1626-5,단독주택 및 근린생활시설,5,20111226
,전라북도 전주시 완산구 효자동3가 1626-6,다가구주택,12,20110405
,전라북도 전주시 완산구 효자동3가 1626-7,단독주택,10,20151204
,전라북도 전주시 완산구 효자동3가 1626-8,"단독주택,제1종근린생활시설",5,20091211
,전라북도 전주시 완산구 효자동3가 1626-9,"다가구주택, 제1종근생(소매점)",10,20170719
,전라북도 전주시 완산구 효자동3가 1634-1,다가구주택,12,20110928
,전라북도 전주시 완산구 효자동3가 1634-10,단독주택,10,20120823
,전라북도 전주시 완산구 효자동3가 1634-11,단독주택,10,20130123
,전라북도 전주시 완산구 효자동3가 1634-12,"단독주택,제1종근린생활시설",10,20120706
,전라북도 전주시 완산구 효자동3가 1634-13,"단독주택,제1종근린생활시설",10,20131128
,전라북도 전주시 완산구 효자동3가 1634-14,"단독주택,제1종근린생활시설",10,20140411
,전라북도 전주시 완산구 효자동3가 1634-15,단독주택,11,20140123
,전라북도 전주시 완산구 효자동3가 1634-16,단독주택,11,20140123
,전라북도 전주시 완산구 효자동3가 1634-2,"단독주택,제1종근린생활시설",13,20141222
,전라북도 전주시 완산구 효자동3가 1634-3,"단독주택,제1종근린생활시설",10,20110609
,전라북도 전주시 완산구 효자동3가 1634-6,단독주택,3,20100224
,전라북도 전주시 완산구 효자동3가 1634-7,단독주택,10,20100526
,전라북도 전주시 완산구 효자동3가 1634-8,"단독주택,제1종근린생활시설",7,20120425
,전라북도 전주시 완산구 효자동3가 1634-9,"단독주택,제1종근린생활시설",11,20140103
,전라북도 전주시 완산구 효자동3가 1635-10,단독주택,10,20110920
,전라북도 전주시 완산구 효자동3가 1635-11,다가구주택,10,20111004
,전라북도 전주시 완산구 효자동3가 1635-12,다가구주택,9,20111115
,전라북도 전주시 완산구 효자동3가 1635-13,단독주택,10,20111130
,전라북도 전주시 완산구 효자동3가 1635-14,단독주택,10,20110708
,전라북도 전주시 완산구 효자동3가 1635-15,단독주택,10,20110622
,전라북도 전주시 완산구 효자동3가 1635-16,다가구주택,10,20111004
,전라북도 전주시 완산구 효자동3가 1635-2,단독주택,16,20100726
,전라북도 전주시 완산구 효자동3가 1635-3,"단독주택,제1종근린생활시설",10,20120313
,전라북도 전주시 완산구 효자동3가 1635-4,"단독주택,제1종근린생활시설",6,20120419
,전라북도 전주시 완산구 효자동3가 1635-5,"단독주택,제1종근린생활시설",9,20120508
,전라북도 전주시 완산구 효자동3가 1635-6,"단독주택,제1종근린생활시설",9,20141107
,전라북도 전주시 완산구 효자동3가 1635-7,"단독주택,제1종근린생활시설",10,20120416
,전라북도 전주시 완산구 효자동3가 1635-8,단독주택,10,20110502
,전라북도 전주시 완산구 효자동3가 1635-9,단독주택,12,20110620
,전라북도 전주시 완산구 효자동3가 1636-1,다가구주택,6,20110824
,전라북도 전주시 완산구 효자동3가 1636-12,단독주택,8,20120926
,전라북도 전주시 완산구 효자동3가 1636-13,"단독주택,제1종근린생활시설",7,20120814
,전라북도 전주시 완산구 효자동3가 1636-14,"단독주택,제1종근린생활시설",7,20130621
,전라북도 전주시 완산구 효자동3가 1636-15,"단독주택,제1종근린생활시설",10,20140602
,전라북도 전주시 완산구 효자동3가 1636-2,"단독주택,제1종근린생활시설",10,20131101
,전라북도 전주시 완산구 효자동3가 1636-3,단독주택,8,20110617
,전라북도 전주시 완산구 효자동3가 1636-4,단독주택,8,20120516
,전라북도 전주시 완산구 효자동3가 1636-5,"단독주택,제1종근린생활시설",10,20120509
,전라북도 전주시 완산구 효자동3가 1636-6,다가구주택 및 근린생활시설,8,20120106
,전라북도 전주시 완산구 효자동3가 1636-7,"단독주택,제1종근린생활시설",10,20120626
,전라북도 전주시 완산구 효자동3가 1636-8,"단독주택,제1종근린생활시설",10,20120820
,전라북도 전주시 완산구 효자동3가 1637-1,다가구주택,8,20120229
,전라북도 전주시 완산구 효자동3가 1637-10,단독주택,8,20110927
,전라북도 전주시 완산구 효자동3가 1637-12,단독주택,9,20110809
,전라북도 전주시 완산구 효자동3가 1637-13,"단독주택,제1종근린생활시설",10,20140811
,전라북도 전주시 완산구 효자동3가 1637-14,"단독주택, 제1종근린생활시설",10,20140807
,전라북도 전주시 완산구 효자동3가 1637-15,"단독주택,제1종근린생활시설",9,20150325
,전라북도 전주시 완산구 효자동3가 1637-16,단독주택,9,20141121
,전라북도 전주시 완산구 효자동3가 1637-2,및 제1종근린생활시설,10,20110428
,전라북도 전주시 완산구 효자동3가 1637-3,제1종근린생활시설(소매점),8,20110906
,전라북도 전주시 완산구 효자동3가 1637-4,단독주택,9,20161116
,전라북도 전주시 완산구 효자동3가 1637-5,"단독주택,제1종근린생활시설",10,20140421
,전라북도 전주시 완산구 효자동3가 1637-6,"단독주택,제1종근린생활시설",10,20140422
,전라북도 전주시 완산구 효자동3가 1637-7,단독주택,9,20110825
,전라북도 전주시 완산구 효자동3가 1637-8,다가구주택,8,20110829
,전라북도 전주시 완산구 효자동3가 1638-10,단독주택,11,20090310
,전라북도 전주시 완산구 효자동3가 1638-11,단독주택,10,20110307
,전라북도 전주시 완산구 효자동3가 1638-12,단독주택,10,20110307
,전라북도 전주시 완산구 효자동3가 1638-13,단독주택,10,20110413
,전라북도 전주시 완산구 효자동3가 1638-14,"단독주택,제1종근린생활시설",10,20140416
,전라북도 전주시 완산구 효자동3가 1638-15,"단독주택, 제1종근린생활시설",16,20111226
,전라북도 전주시 완산구 효자동3가 1638-16,단독주택,13,20140703
,전라북도 전주시 완산구 효자동3가 1638-3,"단독주택,제1종근린생활시설",14,20140801
,전라북도 전주시 완산구 효자동3가 1638-4,"단독주택,제1종근린생활시설",14,20140418
,전라북도 전주시 완산구 효자동3가 1638-5,"다가구주택, 제1종근린생활시설",8,20111227
,전라북도 전주시 완산구 효자동3가 1638-7,다가구주택,10,20120309
,전라북도 전주시 완산구 효자동3가 1638-8,다가구주택,10,20110929
,전라북도 전주시 완산구 효자동3가 1638-9,"단독주택,제1종근린생활시설",10,20121231
,전라북도 전주시 완산구 효자동3가 1639-1,"단독주택,제1종근린생활시설",5,20130307
,전라북도 전주시 완산구 효자동3가 1639-3,"단독주택,제1종근린생활시설",11,20140916
,전라북도 전주시 완산구 효자동3가 1639-4,단독주택,8,20111014
,전라북도 전주시 완산구 효자동3가 1639-5,"단독주택,제1종근린생활시설",11,20140715
,전라북도 전주시 완산구 효자동3가 1639-6,"단독주택,제1종근린생활시설",11,20130222
,전라북도 전주시 완산구 효자동3가 1639-7,다가구(8가구)및제1종근린생활시설(소매점),8,20120307
,전라북도 전주시 완산구 효자동3가 1639-8,"단독주택,제1종근린생활시설",10,20131028
,전라북도 전주시 완산구 효자동3가 1639-9,"단독주택,제1종근린생활시설",7,20120820
,전라북도 전주시 완산구 효자동3가 1640-1,"단독주택,제1종근린생활시설",10,20141121
,전라북도 전주시 완산구 효자동3가 1640-10,"단독주택, 제1종근린생활시설",9,20140407
,전라북도 전주시 완산구 효자동3가 1640-11,"단독주택,제1종근린생활시설",10,20140408
,전라북도 전주시 완산구 효자동3가 1640-2,"단독주택,제1종근린생활시설",8,20120711
,전라북도 전주시 완산구 효자동3가 1640-3,"단독주택,제1종근린생활시설",10,20140813
,전라북도 전주시 완산구 효자동3가 1640-4,다가구(6가구)및근린생활시설(소매점),6,20111004
,전라북도 전주시 완산구 효자동3가 1640-5,단독주택,11,20090727
,전라북도 전주시 완산구 효자동3가 1640-6,단독주택,10,20100608
,전라북도 전주시 완산구 효자동3가 1640-7,"단독주택,제1종근린생활시설",8,20140512
,전라북도 전주시 완산구 효자동3가 1640-8,다가구주택,11,20110914
,전라북도 전주시 완산구 효자동3가 1640-9,단독주택,10,20150501
,전라북도 전주시 완산구 효자동3가 1641-1,단독주택,11,20090618
,전라북도 전주시 완산구 효자동3가 1641-2,단독주택,13,20110504
,전라북도 전주시 완산구 효자동3가 1641-3,단독주택 및 근린생활시설,10,20110706
,전라북도 전주시 완산구 효자동3가 1641-4,단독주택,13,20100127
,전라북도 전주시 완산구 효자동3가 1641-5,단독주택,11,20110712
,전라북도 전주시 완산구 효자동3가 1641-6,단독주택,11,20091007
,전라북도 전주시 완산구 효자동3가 1642-10,단독주택,10,20111208
,전라북도 전주시 완산구 효자동3가 1642-11,"단독주택,제1종근린생활시설",10,20120702
,전라북도 전주시 완산구 효자동3가 1642-12,"단독주택,제1종근린생활시설",10,20150128
,전라북도 전주시 완산구 효자동3가 1642-13,단독주택,11,20101231
,전라북도 전주시 완산구 효자동3가 1642-14,단독주택,8,20120717
,전라북도 전주시 완산구 효자동3가 1642-15,단독주택,7,20110201
,전라북도 전주시 완산구 효자동3가 1642-16,단독주택,10,20110421
,전라북도 전주시 완산구 효자동3가 1642-17,"단독주택,제1종근린생활시설",10,20130925
,전라북도 전주시 완산구 효자동3가 1642-18,단독주택,11,20091230
,전라북도 전주시 완산구 효자동3가 1642-19,"단독주택,제1종근린생활시설",10,20140730
,전라북도 전주시 완산구 효자동3가 1642-20,"다가구주택,제1종근린생활시설",11,20170322
,전라북도 전주시 완산구 효자동3가 1642-21,단독주택,8,20100125
,전라북도 전주시 완산구 효자동3가 1642-23,"단독주택,제1종근린생활시설",11,20101217
,전라북도 전주시 완산구 효자동3가 1642-6,다가구주택,10,20110407
,전라북도 전주시 완산구 효자동3가 1642-7,단독주택,11,20100907
,전라북도 전주시 완산구 효자동3가 1642-8,단독주택,12,20110406
,전라북도 전주시 완산구 효자동3가 1642-9,"단독주택,제1종근린생활시설",10,20140710
,전라북도 전주시 완산구 효자동3가 1649-1,"단독주택, 제1종근린생활시설",10,20120224
,전라북도 전주시 완산구 효자동3가 1649-10,"단독주택,제1종근린생활시설",8,20120425
,전라북도 전주시 완산구 효자동3가 1649-11,단독주택,11,20111027
,전라북도 전주시 완산구 효자동3가 1649-12,"단독주택, 제1종근린생활시설",5,20130614
,전라북도 전주시 완산구 효자동3가 1649-3,단독주택,11,20170202
,전라북도 전주시 완산구 효자동3가 1649-5,단독주택,10,20111115
,전라북도 전주시 완산구 효자동3가 1649-6,"단독주택,제1종근린생활시설",10,20140424
,전라북도 전주시 완산구 효자동3가 1649-8,"단독주택,제1종근린생활시설",5,20120507
,전라북도 전주시 완산구 효자동3가 1649-9,"단독주택,제1종근린생활시설",9,20120718
,전라북도 전주시 완산구 효자동3가 1650-1,단독주택,10,20120711
,전라북도 전주시 완산구 효자동3가 1650-10,단독주택,10,20111219
,전라북도 전주시 완산구 효자동3가 1650-11,단독주택,9,20120302
,전라북도 전주시 완산구 효자동3가 1650-12,단독주택,10,20121009
,전라북도 전주시 완산구 효자동3가 1650-2,"단독주택,제1종근린생활시설",9,20141215
,전라북도 전주시 완산구 효자동3가 1650-3,"단독주택,제1종근린생활시설",11,20150605
,전라북도 전주시 완산구 효자동3가 1650-4,"단독주택,제1종근린생활시설",10,20130715
,전라북도 전주시 완산구 효자동3가 1650-5,단독주택,9,20120316
,전라북도 전주시 완산구 효자동3가 1650-6,"단독주택,제1종근린생활시설",8,20130405
,전라북도 전주시 완산구 효자동3가 1650-7,단독주택.제1종근린생활시설,11,20150918
,전라북도 전주시 완산구 효자동3가 1650-9,제1종근린생활시설,11,20110823
,전라북도 전주시 완산구 효자동3가 1651-1,"단독주택,제1종근린생활시설",9,20141031
,전라북도 전주시 완산구 효자동3가 1651-10,"단독주택,제1종근린생활시설",8,20141209
,전라북도 전주시 완산구 효자동3가 1651-11,"단독주택,제1종근린생활시설",8,20120229
,전라북도 전주시 완산구 효자동3가 1651-12,"단독주택,제1종근린생활시설",8,20120229
,전라북도 전주시 완산구 효자동3가 1651-2,"단독주택, 제1종근린생활시설",10,20141209
,전라북도 전주시 완산구 효자동3가 1651-3,단독주택,8,20110922
,전라북도 전주시 완산구 효자동3가 1651-4,"단독주택,제1종근린생활시설",9,20141107
,전라북도 전주시 완산구 효자동3가 1651-5,"단독주택,제1종근린생활시설",10,20140527
,전라북도 전주시 완산구 효자동3가 1651-6,"단독주택,제1종근린생활시설",11,20140411
,전라북도 전주시 완산구 효자동3가 1651-7,단독주택,5,20090105
,전라북도 전주시 완산구 효자동3가 1651-8,"단독주택,제1종근린생활시설",10,20140912
,전라북도 전주시 완산구 효자동3가 1651-9,"단독주택,제1종근린생활시설",11,20151110
,전라북도 전주시 완산구 효자동3가 1652-1,단독주택,10,20101221
,전라북도 전주시 완산구 효자동3가 1652-10,"단독주택,제1종근린생활시설",7,20121228
,전라북도 전주시 완산구 효자동3가 1652-11,"단독주택,제1종근린생활시설",9,20150327
,전라북도 전주시 완산구 효자동3가 1652-12,"&제1종근,생",9,20111108
,전라북도 전주시 완산구 효자동3가 1652-2,다가구주택,5,20111028
,전라북도 전주시 완산구 효자동3가 1652-3,"단독주택,제1종근린생활시설",8,20120604
,전라북도 전주시 완산구 효자동3가 1652-4,"단독주택,제1종근린생활시설",9,20131218
,전라북도 전주시 완산구 효자동3가 1652-5,"단독주택,제1종근린생활시설",9,20131025
,전라북도 전주시 완산구 효자동3가 1652-6,"단독주택,제1종근린생활시설",8,20141023
,전라북도 전주시 완산구 효자동3가 1652-7,"단독주택,제1종근린생활시설",9,20140708
,전라북도 전주시 완산구 효자동3가 1652-8,"단독주택,제1종근린생활시설",5,20120501
,전라북도 전주시 완산구 효자동3가 1652-9,다가구주택 및 근생,8,20120306
효자동3가 1653-1 단독주택,전라북도 전주시 완산구 효자동3가 1653-1,단독주택 및 근린생활시설,8,20121023
,전라북도 전주시 완산구 효자동3가 1653-10,"단독주택,제1종근린생활시설",7,20131219
,전라북도 전주시 완산구 효자동3가 1653-11,"단독주택,제1종근린생활시설",10,20110822
,전라북도 전주시 완산구 효자동3가 1653-12,단독주택,6,20101206
,전라북도 전주시 완산구 효자동3가 1653-2,"단독주택, 제1종근린생활시설",10,20100129
,전라북도 전주시 완산구 효자동3가 1653-3,단독주택,10,20101223
,전라북도 전주시 완산구 효자동3가 1653-4,단독주택,10,20110715
,전라북도 전주시 완산구 효자동3가 1653-5,"단독주택, 제1종근린생활시설",9,20141031
,전라북도 전주시 완산구 효자동3가 1653-6,단독주택,10,20110628
,전라북도 전주시 완산구 효자동3가 1653-7,단독주택,10,20100907
,전라북도 전주시 완산구 효자동3가 1653-8,"단독주택,제1종근린생활시설",10,20121114
,전라북도 전주시 완산구 효자동3가 1653-9,단독주택,10,20110627
,전라북도 전주시 완산구 효자동3가 1654-1,"단독주택,제1종근린생활시설",8,20150126
,전라북도 전주시 완산구 효자동3가 1654-10,"다가구주택, 제1종근린생활시설",10,20171219
,전라북도 전주시 완산구 효자동3가 1654-12,"단독주택,제1종근린생활시설",8,20121217
,전라북도 전주시 완산구 효자동3가 1654-13,"단독주택,제1종근린생활시설",10,20140723
,전라북도 전주시 완산구 효자동3가 1654-14,"단독주택,제1종근린생활시설",10,20140414
,전라북도 전주시 완산구 효자동3가 1654-2,단독주택,8,20130807
,전라북도 전주시 완산구 효자동3가 1654-3,"단독주택,제1종근린생활시설",9,20140127
,전라북도 전주시 완산구 효자동3가 1654-4,단독주택 및 제1종근린생활시설,9,20160509
,전라북도 전주시 완산구 효자동3가 1654-5,"단독주택,제1종근린생활시설",10,20150730
,전라북도 전주시 완산구 효자동3가 1654-6,"단독주택,제1종근린생활시설",9,20140212
,전라북도 전주시 완산구 효자동3가 1654-7,"단독주택,제1종근린생활시설",10,20160120
,전라북도 전주시 완산구 효자동3가 1654-9,"단독주택,제1종근린생활시설",10,20150424
,전라북도 전주시 완산구 효자동3가 1655-1,"단독주택,제1종근린생활시설",19,20140115
,전라북도 전주시 완산구 효자동3가 1655-10,"단독주택,제1종근린생활시설",10,20130319
,전라북도 전주시 완산구 효자동3가 1655-11,"단독주택,제1종근린생활시설",10,20130619
,전라북도 전주시 완산구 효자동3가 1655-12,단독주택,10,20110609
,전라북도 전주시 완산구 효자동3가 1655-13,"단독주택,제1종근린생활시설",8,20130624
,전라북도 전주시 완산구 효자동3가 1655-14,"단독주택,제1종근린생활시설",11,20150521
,전라북도 전주시 완산구 효자동3가 1655-15,단독주택,2,20100617
,전라북도 전주시 완산구 효자동3가 1655-16,"단독주택,제1종근린생활시설",5,20140521
,전라북도 전주시 완산구 효자동3가 1655-17,단독주택,2,20090805
,전라북도 전주시 완산구 효자동3가 1655-18,"단독주택,제1종근린생활시설",17,20150414
,전라북도 전주시 완산구 효자동3가 1655-20,"단독주택,제1종근린생활시설",10,20120510
,전라북도 전주시 완산구 효자동3가 1655-21,"단독주택,제1종근린생활시설",10,20120322
,전라북도 전주시 완산구 효자동3가 1655-3,"단독주택,제1종근린생활시설",10,20150527
,전라북도 전주시 완산구 효자동3가 1655-4,"단독주택,제1종근린생활시설",8,20140226
,전라북도 전주시 완산구 효자동3가 1655-5,"단독주택,제1종근린생활시설",8,20150706
,전라북도 전주시 완산구 효자동3가 1655-6,"단독주택,제1종근린생활시설",8,20140724
,전라북도 전주시 완산구 효자동3가 1655-7,"단독주택,제1종근린생활시설",8,20150703
,전라북도 전주시 완산구 효자동3가 1655-8,"단독주택,제1종근린생활시설",8,20140422
,전라북도 전주시 완산구 효자동3가 1656-4,"단독주택,제1종근린생활시설",10,20140722
,전라북도 전주시 완산구 효자동3가 1656-5,"단독주택,제1종근린생활시설",11,20150903
,전라북도 전주시 완산구 효자동3가 1656-6,"단독주택,제1종근린생활시설",8,20150921
,전라북도 전주시 완산구 효자동3가 1656-7,단독주택,3,20160215
,전라북도 전주시 완산구 효자동3가 1656-7,단독주택,15,20150828
,전라북도 전주시 완산구 효자동3가 1656-9,단독주택,10,20140929
,전라북도 전주시 완산구 효자동3가 1657-1,단독주택,8,20140710
,전라북도 전주시 완산구 효자동3가 1657-3,"단독주택,제1종근린생활시설",10,20150206
,전라북도 전주시 완산구 효자동3가 1657-4,다가구주택,8,20110824
,전라북도 전주시 완산구 효자동3가 1658-4,"단독주택,제1종근린생활시설",8,20120917
,전라북도 전주시 완산구 효자동3가 1658-6,다가구(6가구),6,20110818
새 하늘채,전라북도 전주시 완산구 효자동3가 1658-7,"단독주택,제1종근린생활시설",9,20120612
,전라북도 전주시 완산구 효자동3가 1659-1,"다가구주택, 제1종근린생활시설",8,20111226
효자동3가 1659-10 단독주택 (송정숙),전라북도 전주시 완산구 효자동3가 1659-10,"단독주택,제1종근린생활시설",5,20110224
,전라북도 전주시 완산구 효자동3가 1659-11,"단독주택,제1종근린생활시설",9,20120402
,전라북도 전주시 완산구 효자동3가 1659-12,"단독주택,제1종근린생활시설",8,20150123
,전라북도 전주시 완산구 효자동3가 1659-15,"다가구주택, 제1종근린생활시설",5,20120905
,전라북도 전주시 완산구 효자동3가 1659-16,"단독주택,제1종근린생활시설",10,20131030
,전라북도 전주시 완산구 효자동3가 1659-17,"단독주택,제1종근린생활시설",11,20141128
,전라북도 전주시 완산구 효자동3가 1659-2,"단독주택, 제1종근린생활시설",8,20130910
,전라북도 전주시 완산구 효자동3가 1659-3,"단독주택,제1종근링생활시설",12,20151231
,전라북도 전주시 완산구 효자동3가 1659-5,단독주택(다가구주택),10,20170221
,전라북도 전주시 완산구 효자동3가 1659-6,"제1종근린생활시설,단독주택",10,20151221
,전라북도 전주시 완산구 효자동3가 1659-7,"다가구주택, 제1종근린생활시설",10,20171027
,전라북도 전주시 완산구 효자동3가 1659-8,"단독주택, 제1종근린생활시설",10,20160405
,전라북도 전주시 완산구 효자동3가 1660-1,"단독주택,제1종근린생활시설",9,20141121
,전라북도 전주시 완산구 효자동3가 1660-10,"단독주택,제1종근린생활시설",7,20131120
,전라북도 전주시 완산구 효자동3가 1660-11,"단독주택,제1종근린생활시설",7,20140210
,전라북도 전주시 완산구 효자동3가 1660-3,"단독주택, 제1종근린생활시설",9,20141023
,전라북도 전주시 완산구 효자동3가 1660-4,"단독주택,제1종근린생활시설",9,20150216
,전라북도 전주시 완산구 효자동3가 1660-5,"단독주택,제1종근린생활시설",9,20140829
효자동3가 1660-6 단독주택 (김용상),전라북도 전주시 완산구 효자동3가 1660-6,"단독주택,제1종근린생활시설",11,20101104
,전라북도 전주시 완산구 효자동3가 1660-7,"단독주택,제1종근린생활시설",10,20140616
,전라북도 전주시 완산구 효자동3가 1660-8,단독주택 및 근린생활시설,8,20120112
,전라북도 전주시 완산구 효자동3가 1660-9,다가구주택 및 소매점,10,20110421
,전라북도 전주시 완산구 효자동3가 1661-1,단독주택,8,20101227
,전라북도 전주시 완산구 효자동3가 1661-10,다가구주택,10,20110729
,전라북도 전주시 완산구 효자동3가 1661-11,다가구주택,10,20111206
